Time (s)	Light Intensity (% of scale max)	Position (m)
40.55	1.06592	-0.1902
40.6	1.07231	-0.1899
40.65	1.08148	-0.1897
40.7	1.08093	-0.1897
40.75	1.08034	-0.1897
40.8	1.07964	-0.1897
40.85	1.07944	-0.1897
40.9	1.07948	-0.1897
40.95	1.08008	-0.1897
41.0	1.08078	-0.1897
41.05	1.08051	-0.1897
41.1	1.07948	-0.1897
41.15	1.07924	-0.1897
41.2	1.07835	-0.1897
41.25	1.07623	-0.1899
41.3	1.07024	-0.1902
41.35	1.06718	-0.1905
41.4	1.06586	-0.1907
41.45	1.06187	-0.191
41.5	1.06116	-0.1914
41.55	1.05663	-0.1918
41.6	1.04958	-0.1921
41.65	1.04729	-0.1925
41.7	1.04555	-0.1927
41.75	1.04385	-0.1929
41.8	1.0425	-0.193
41.85	1.04131	-0.1932
41.9	1.04344	-0.1935
41.95	1.04515	-0.1937
42.0	1.04616	-0.1939
42.05	1.04649	-0.1941
42.1	1.04735	-0.1943
42.15	1.04773	-0.1945
42.2	1.04689	-0.1948
42.25	1.0471	-0.1952
42.3	1.04704	-0.1954
42.35	1.04713	-0.1954
42.4	1.04881	-0.1955
42.45	1.04977	-0.1956
42.5	1.04906	-0.1959
42.55	1.04863	-0.1962
42.6	1.04791	-0.1964
42.65	1.04872	-0.1966
42.7	1.0511	-0.197
42.75	1.0527	-0.1971
42.8	1.05424	-0.1973
42.85	1.05551	-0.1975
42.9	1.05605	-0.1977
42.95	1.05678	-0.1978
43.0	1.05785	-0.198
43.05	1.05885	-0.1981
43.1	1.06033	-0.1983
43.15	1.06493	-0.1985
43.2	1.0648	-0.1986
43.25	1.06587	-0.1987
43.3	1.06789	-0.1989
43.35	1.07063	-0.1992
43.4	1.07112	-0.1993
43.45	1.07399	-0.1993
43.5	1.07523	-0.1993
43.55	1.07585	-0.1992
43.6	1.08691	-0.1987
43.65	1.10419	-0.1986
43.7	1.1041	-0.1986
43.75	1.10416	-0.1986
43.8	1.10574	-0.1986
43.85	1.10629	-0.1986
43.9	1.10632	-0.1986
43.95	1.10622	-0.1986
44.0	1.10623	-0.1986
44.05	1.10635	-0.1986
44.1	1.10738	-0.1986
44.15	1.10838	-0.1986
44.2	1.10889	-0.1986
44.25	1.10808	-0.1986
44.3	1.10501	-0.1988
44.35	1.09451	-0.1991
44.4	1.0876	-0.1994
44.45	1.08949	-0.1998
44.5	1.09201	-0.2001
44.55	1.10393	-0.2005
44.6	1.1105	-0.201
44.65	1.11499	-0.2013
44.7	1.12636	-0.2017
44.75	1.13371	-0.2021
44.8	1.13885	-0.2024
44.85	1.15659	-0.2028
44.9	1.16455	-0.2032
44.95	1.16943	-0.2035
45.0	1.17439	-0.2035
45.05	1.18301	-0.2039
45.1	1.19034	-0.2041
45.15	1.1944	-0.2042
45.2	1.1963	-0.2043
45.25	1.19913	-0.2044
45.3	1.20682	-0.2046
45.35	1.21272	-0.2049
45.4	1.21664	-0.205
45.45	1.22475	-0.2051
45.5	1.2278	-0.2053
45.55	1.22986	-0.2054
45.6	1.23775	-0.2056
45.65	1.24266	-0.2059
45.7	1.24841	-0.2061
45.75	1.25458	-0.2063
